id,url,visit_time,from_visit,transition,segment_id,visit_duration,incremented_omnibox_typed_score
3417,1740,13198028446415728,0,805306376,0,0,0
3418,1741,13198028446818310,0,805306376,0,1038704,0
3419,1774,13198028462002628,0,805306375,0,0,0
3420,1775,13198028468108432,0,805306368,0,0,0
3421,1776,13198028474852700,0,805306368,0,0,0
3422,1734,13198028479099054,0,805306368,0,0,0
3423,1734,13198028479186546,0,805306368,0,0,0
3424,1775,13198028512987052,0,805306368,0,0,0
3425,1777,13198028512991050,0,805306368,0,0,0
3426,1777,13198028513477984,0,805306368,0,0,0
3427,1775,13198028515840602,0,805306368,0,0,0
3428,1775,13198028516683374,0,805306368,0,0,0
3429,1778,13198028518013486,0,805306368,0,0,0
3430,1778,13198028518643248,0,805306368,0,0,0
3431,1775,13198028521514156,0,805306368,0,0,0
3432,1775,13198028522074364,0,805306368,0,0,0
3433,1779,13198028525954384,0,805306368,0,0,0
3434,1779,13198028526731212,0,805306368,0,0,0
3435,1780,13198028588928516,0,268435456,0,0,0
3436,1781,13198028588928516,3435,-1610612736,0,0,0
3437,1782,13198028769805716,0,805306375,0,0,0
3438,1767,13198028774722160,0,805306368,0,0,0
3439,1767,13198028774814070,0,805306368,0,0,0
3440,1766,13198028776173588,0,805306368,0,0,0
3441,1766,13198028776267262,0,805306368,0,0,0
3442,1768,13198028779173096,0,805306368,0,0,0
3443,1783,13198028782267068,0,805306368,0,0,0
3444,1769,13198028784790760,0,805306368,0,0,0
3445,1719,13198028787223896,0,805306368,0,0,0
3446,1770,13198028791109000,0,805306368,0,0,0
3447,1771,13198028793254788,0,805306368,0,0,0
3448,1784,13198028798842414,0,805306368,0,0,0
